code	prefLabel	broader	definition
20000911	competitive dancing	http://cv.iptc.org/newscodes/mediatopic/20000822	Dancing competition where competitors are judged on technique and interpretation.
20000912	darts	http://cv.iptc.org/newscodes/mediatopic/20000822	The sport in which small darts are thrown at a dartboard, a circular target divided into numbered sections.
20000913	diving	http://cv.iptc.org/newscodes/mediatopic/20000822	Competitors dive off a fixed or spring board and are assessed by seven judges giving marks up to ten for their acrobatic moves.
20000914	platform diving	http://cv.iptc.org/newscodes/mediatopic/20000913	Divers take off from a high platform
20000915	springboard diving	http://cv.iptc.org/newscodes/mediatopic/20000913	Divers dive from a high springboard.
20000916	synchronized diving	http://cv.iptc.org/newscodes/mediatopic/20000913	Two competitors from the same team dive off at the same time from separate platforms or springboards. As well as being judged on the standard criteria they are also awarded marks for synchronization.
20000917	scuba diving	http://cv.iptc.org/newscodes/mediatopic/20000560	Underwater diving with the use of a self-contained underwater breathing apparatus
20000918	underwater sports	http://cv.iptc.org/newscodes/mediatopic/20000822	Competitive sports played under water
20000919	dog racing	http://cv.iptc.org/newscodes/mediatopic/20000822	Dogs racing around a track
20000920	oval track dog racing	http://cv.iptc.org/newscodes/mediatopic/20000919	Pursuing an artificial rabbit around an oval track
20000921	dog sled racing	http://cv.iptc.org/newscodes/mediatopic/20000919	Race with dogs harnessed to a sled
20000922	duathlon	http://cv.iptc.org/newscodes/mediatopic/20000822	An athletic event involving running and cycling
20000923	equestrian	http://cv.iptc.org/newscodes/mediatopic/20000822	Horse-based sport disciplines governed by the International Federation for Equestrian Sports, such as dressage, eventing, show jumping and vaulting
20000924	cross-country horse riding	http://cv.iptc.org/newscodes/mediatopic/20000923	Equestrian event held on a designated circuit in the countryside featuring artificial and natural obstacles.
20000925	dressage	http://cv.iptc.org/newscodes/mediatopic/20000923	A rider is judged on a series of moves at three different paces - walk, trot and gallop.
20000926	horse jumping	http://cv.iptc.org/newscodes/mediatopic/20000923	A rider and horse attempt to jump a series of obstacles in an enclosed arena against the clock.
20000927	three day eventing	http://cv.iptc.org/newscodes/mediatopic/20000923	Equestrian event involving three disciplines - Dressage, cross-country and show jumping
20000928	horse driving	http://cv.iptc.org/newscodes/mediatopic/20000923	Equestrian events involving horses being driven in harness, single vehicle around a course.
20000929	fencing	http://cv.iptc.org/newscodes/mediatopic/20000822	Combat sport using a sword or foil.
20000930	epee	http://cv.iptc.org/newscodes/mediatopic/20000929	Category of fencing using a weapon with a triangular cross-section blade and a large bell guard
20000931	foil	http://cv.iptc.org/newscodes/mediatopic/20000929	Category of fencing using a weapon with a rectangular cross-section blade and a small bell guard
20000932	sabre	http://cv.iptc.org/newscodes/mediatopic/20000929	A fencing weapon with a flat blade and knuckle guard used with cutting or thrusting moves
20000933	field hockey	http://cv.iptc.org/newscodes/mediatopic/20000822	A ball sport involving two teams of 11 players using curved sticks. The aim is to score as many goals as possible.
20000934	figure skating	http://cv.iptc.org/newscodes/mediatopic/20000822	To obtain the best marks possible from nine judges who award scores after two prepared sections - both skated to music - during which competitors must attempt to achieve the greatest possible harmony between artistic flair and technical precision.
20000935	ice dance	http://cv.iptc.org/newscodes/mediatopic/20000934	Takes place over three days with, in order, two compulsory dances, the original dance (2min 30sec) and the free dance (4min).
20000936	fist ball	http://cv.iptc.org/newscodes/mediatopic/20000822	Men's team sport similar to volleyball (with a much lower net) executed mainly in gymnastics clubs
20000937	floorball	http://cv.iptc.org/newscodes/mediatopic/20000822	Played indoors in a court the size of a basketball court. 6 players per team, of which one is a goalkeeper. He/she operates kneeling but there is no goal-stick like in ice hockey. The players use plastic clubs and a light plastic ball to pass and shot goal
20000938	flying disc	http://cv.iptc.org/newscodes/mediatopic/20000822	A group of events all played with a flying plastic disc. The exact regulation for the disc is different in different events but it has to be unbroken of solid plastic and a production model with no modification. Flying disc is sometimes called Frisbee.
20000939	Gaelic football	http://cv.iptc.org/newscodes/mediatopic/20000822	A form of football played by two teams of 15 competing on a pitch by running with, kicking and passing a spherical ball. Points are scored by moving the ball between goal posts. Governed by the Gaelic Athletic Association.
20000940	golf	http://cv.iptc.org/newscodes/mediatopic/20000822	A game to hit a small hard ball with different clubs around a course of typically 18 holes varying in distance and during a round. The object, depending on the scoring formulae, is to make the fewest strokes possible
20000941	mini golf	http://cv.iptc.org/newscodes/mediatopic/20000940	A game where small hard balls must be holed on an artificial course in as few strokes from the club as possible
20000942	gymnastics	http://cv.iptc.org/newscodes/mediatopic/20000822	A sport consisting of a variety of disciplines in which gymnasts perform artistic and acrobatic moves using different apparatus.
20000943	ball (rhythmic gymnastics)	http://cv.iptc.org/newscodes/mediatopic/20000951	An exercise based on suppleness of the body using a ball.
20000944	beam (artistic gymnastics)	http://cv.iptc.org/newscodes/mediatopic/20001152	Gymnasts perform leaps and flips from the much feared balance beam just 10 cm wide.
20000945	clubs (rhythmic gymnastics)	http://cv.iptc.org/newscodes/mediatopic/20000951	Dance and gymnastic moves while juggling clubs.
20000946	floor exercise (artistic gymnastics)	http://cv.iptc.org/newscodes/mediatopic/20001152	A gymnastics floor exercise on a 12m/sq matt.
20000947	hoop (rhythmic gymnastics)	http://cv.iptc.org/newscodes/mediatopic/20000951	A hoop is rolled and thrown while performing a dance routine.
20000948	horizontal bar (artistic gymnastics)	http://cv.iptc.org/newscodes/mediatopic/20001152	Gymnasts turn, spin and perform pirouettes around the horizontal bar.
20000949	parallel bars (artistic gymnastics)	http://cv.iptc.org/newscodes/mediatopic/20001152	Gymnasts swing and turn with guile and grace around the parallel bars.
20000950	pommel horse (artistic gymnastics)	http://cv.iptc.org/newscodes/mediatopic/20001152	Gymnasts perform an uninterrupted swing motion over a handled horse using balance and strength
20000951	rhythmic gymnastics	http://cv.iptc.org/newscodes/mediatopic/20000942	Mixture of dance and gymnastic moves
20000952	ribbon (rhythmic gymnastics)	http://cv.iptc.org/newscodes/mediatopic/20000951	Gymnasts work through a pre-arranged routine while manipulating a spectacular length of ribbon.
20000953	rings (artistic gymnastics)	http://cv.iptc.org/newscodes/mediatopic/20001152	Gymnasts perform feats of balance and strength from two suspended rings.
